"","ContractID","ConractSize","Currency","Expiration","Strike","Last","Chg","ChgPct","Bid","Ask","Vol","OI","LastTradeTime","IV","ITM","moneyness","logmoneyness","TimeToExp"
"286","SPY231211C00406000","REGULAR","USD",2023-12-11,406,50.69,0,0,50.11,50.99,2,140,2023-12-04 10:07:37,0.531498825683594,TRUE,1.12325123152709,0.116227365363787,0.0136892539356605
"287","SPY231211C00407000","REGULAR","USD",2023-12-11,407,49.26,0,0,49.06,49.91,2,185,2023-12-04 09:32:29,0.509282250976563,TRUE,1.1204914004914,0.113767339522924,0.0136892539356605
"288","SPY231211C00408000","REGULAR","USD",2023-12-11,408,47.27,0,0,48.05,49.01,NA,54,2023-11-29 15:34:12,0.509282250976563,TRUE,1.11774509803922,0.111313350561357,0.0136892539356605
"289","SPY231211C00409000","REGULAR","USD",2023-12-11,409,48.42,0,0,47.06,47.91,2,151,2023-12-01 10:03:03,0.561771960449219,TRUE,1.11501222493888,0.108865368922717,0.0136892539356605
"290","SPY231211C00410000","REGULAR","USD",2023-12-11,410,46.77,0,0,46.05,47.01,2,53,2023-12-01 10:14:07,0.565434033203125,TRUE,1.11229268292683,0.106423365267166,0.0136892539356605
"291","SPY231211C00411000","REGULAR","USD",2023-12-11,411,44.12,0,0,44.99,45.91,NA,131,2023-11-29 15:40:20,0.541996767578125,TRUE,1.10958637469586,0.103987310469285,0.0136892539356605
"292","SPY231211C00412000","REGULAR","USD",2023-12-11,412,42.84,0,0,44.16,45.1,NA,143,2023-11-30 12:50:24,0.55664505859375,TRUE,1.1068932038835,0.101557175615993,0.0136892539356605
"293","SPY231211C00413000","REGULAR","USD",2023-12-11,413,43.89,0,0,43.12,44,NA,5,2023-11-30 16:00:45,0.533940207519531,TRUE,1.10421307506053,0.0991329320044864,0.0136892539356605
"294","SPY231211C00414000","REGULAR","USD",2023-12-11,414,41.65,0,0,42.12,43,21,137,2023-12-04 10:23:51,0.523686403808594,TRUE,1.10154589371981,0.0967145511402047,0.0136892539356605
"295","SPY231211C00415000","REGULAR","USD",2023-12-11,415,40.81,0,0,41.06,42.02,NA,3,2023-11-30 15:45:22,0.516118120117187,TRUE,1.09889156626506,0.0943020047348207,0.0136892539356605
"296","SPY231211C00416000","REGULAR","USD",2023-12-11,416,40.28,0,0,40.01,41,NA,181,2023-11-29 15:02:18,0.503422934570313,TRUE,1.09625,0.0918952647042557,0.0136892539356605
"297","SPY231211C00417000","REGULAR","USD",2023-12-11,417,38.72,0,0,39.12,40,1,152,2023-12-05 09:30:11,0.493169130859375,TRUE,1.09362110311751,0.0894943031667176,0.0136892539356605
"298","SPY231211C00418000","REGULAR","USD",2023-12-11,418,40.39,0,0,38.12,39.01,2,10,2023-12-01 11:43:15,0.48438015625,TRUE,1.091004784689,0.0870990924407627,0.0136892539356605
"299","SPY231211C00419000","REGULAR","USD",2023-12-11,419,37.22,0,0,37.06,38.02,2,4,2023-12-05 10:26:53,0.475347043457031,TRUE,1.08840095465394,0.0847096050433813,0.0136892539356605
"300","SPY231211C00420000","REGULAR","USD",2023-12-11,420,36.7,0,0,36.04,36.92,20,24,2023-12-04 12:30:49,0.45313046875,TRUE,1.08580952380952,0.082325813688105,0.0136892539356605
"301","SPY231211C00421000","REGULAR","USD",2023-12-11,421,35.75,0,0,35.13,36.01,5,6,2023-12-04 12:29:35,0.453618745117187,TRUE,1.08323040380048,0.0799476912831377,0.0136892539356605
"302","SPY231211C00422000","REGULAR","USD",2023-12-11,422,36.25,1.5200005,4.3766212,34.08,34.92,10,94,2023-12-04 12:29:56,0.432866999511719,TRUE,1.080663507109,0.0775752109295072,0.0136892539356605
"303","SPY231211C00423000","REGULAR","USD",2023-12-11,423,33.5,0,0,33.13,34.01,12,64,2023-12-04 15:23:57,0.433111137695313,TRUE,1.07810874704492,0.0752083459192411,0.0136892539356605
"304","SPY231211C00425000","REGULAR","USD",2023-12-11,425,32.23,0,0,31.05,31.93,NA,1,2023-11-29 12:53:53,0.403570417480469,TRUE,1.07303529411765,0.0704913560411022,0.0136892539356605
"305","SPY231211C00426000","REGULAR","USD",2023-12-11,426,31.72,0.01999855,0.063086905,30.08,30.93,1,1,2023-12-06 10:46:20,0.393560751953125,TRUE,1.07051643192488,0.0681411786961487,0.0136892539356605
"306","SPY231211C00428000","REGULAR","USD",2023-12-11,428,28.77,0,0,28.08,28.93,16,15,2023-12-04 12:31:45,0.37305314453125,TRUE,1.06551401869159,0.0634573293837222,0.0136892539356605
"307","SPY231211C00430000","REGULAR","USD",2023-12-11,430,26.5,0,0,26.02,26.93,1,221,2023-12-05 10:00:01,0.352301398925781,TRUE,1.06055813953488,0.058795316277911,0.0136892539356605
"308","SPY231211C00431000","REGULAR","USD",2023-12-11,431,25.87,0.960001,3.853878,25.09,25.93,3,1,2023-12-06 12:39:33,0.342047595214844,TRUE,1.05809744779582,0.0564724348617714,0.0136892539356605
"309","SPY231211C00433000","REGULAR","USD",2023-12-11,433,24.68,0.80000114,3.3500886,23.14,24.02,2,12,2023-12-06 10:46:48,0.329596547851562,TRUE,1.05321016166282,0.0518427969630292,0.0136892539356605
"310","SPY231211C00434000","REGULAR","USD",2023-12-11,434,25.5,0,0,22.07,23.02,2,15,2023-12-01 12:30:26,0.318976536865234,TRUE,1.05078341013825,0.0495359908651143,0.0136892539356605
"311","SPY231211C00435000","REGULAR","USD",2023-12-11,435,24.57,0,0,21.07,21.94,3,2,2023-12-01 15:59:46,0.301032380371094,TRUE,1.04836781609195,0.047234493876835,0.0136892539356605
"312","SPY231211C00436000","REGULAR","USD",2023-12-11,436,20.68,0,0,20.04,21.12,5,6,2023-12-05 13:55:43,0.306037213134766,TRUE,1.04596330275229,0.0449382816164848,0.0136892539356605
"313","SPY231211C00437000","REGULAR","USD",2023-12-11,437,19.39,0.8599987,4.641115,19.15,19.94,5,45,2023-12-06 14:30:58,0.279548220214844,TRUE,1.04356979405034,0.0426473298699289,0.0136892539356605
"314","SPY231211C00438000","REGULAR","USD",2023-12-11,438,20,-1.5300007,-7.1063657,18.08,18.95,1,4,2023-12-01 12:30:26,0.269782692871094,TRUE,1.04118721461187,0.0403616145890729,0.0136892539356605
"315","SPY231211C00440000","REGULAR","USD",2023-12-11,440,16.76,0,0,16.17,17.04,25,23,2023-12-05 15:20:10,0.255134401855469,TRUE,1.03645454545455,0.0358057980532122,0.0136892539356605
"316","SPY231211C00441000","REGULAR","USD",2023-12-11,441,14.73,0,0,15.56,15.68,2,8,2023-12-05 09:38:14,0.213875048828125,TRUE,1.03410430839002,0.0335356495186731,0.0136892539356605
"317","SPY231211C00442000","REGULAR","USD",2023-12-11,442,15.16,0,0,14.59,14.72,NA,18,2023-11-30 15:56:17,0.206795041503906,TRUE,1.03176470588235,0.0312706428878209,0.0136892539356605
"318","SPY231211C00444000","REGULAR","USD",2023-12-11,444,12.95,0.30999947,2.4525273,12.59,12.7,6,79,2023-12-06 12:17:12,0.183723983154297,TRUE,1.02711711711712,0.0267559625332943,0.0136892539356605
"319","SPY231211C00445000","REGULAR","USD",2023-12-11,445,12.58,1.4300003,12.825115,11.63,11.77,2,24,2023-12-06 10:30:09,0.178230874023438,TRUE,1.02480898876405,0.0245062427992789,0.0136892539356605
"320","SPY231211C00446000","REGULAR","USD",2023-12-11,446,13.25,2.3599997,21.671255,10.67,10.77,1,40,2023-12-06 09:30:02,0.167000517578125,TRUE,1.02251121076233,0.0222615729454551,0.0136892539356605
"321","SPY231211C00447000","REGULAR","USD",2023-12-11,447,10.74,0.13000011,1.2252603,9.68,9.79,24,35,2023-12-04 15:50:54,0.157112921142578,TRUE,1.02022371364653,0.0200219303519502,0.0136892539356605
"322","SPY231211C00448000","REGULAR","USD",2023-12-11,448,8.86,0.059999466,0.6818121,8.69,8.79,5,227,2023-12-06 13:45:23,0.145394288330078,TRUE,1.01794642857143,0.0177872925505339,0.0136892539356605
"323","SPY231211C00449000","REGULAR","USD",2023-12-11,449,7.81,-0.44000006,-5.3333344,7.76,7.88,31,246,2023-12-06 13:21:10,0.139290833740234,TRUE,1.01567928730512,0.0155576372232648,0.0136892539356605
"324","SPY231211C00450000","REGULAR","USD",2023-12-11,450,7.03,-0.4199996,-5.637579,6.84,6.93,64,1591,2023-12-06 14:33:17,0.129891513671875,TRUE,1.01342222222222,0.0133329422011536,0.0136892539356605
"325","SPY231211C00451000","REGULAR","USD",2023-12-11,451,5.96,-0.6799998,-10.240962,5.99,6.09,27,1257,2023-12-06 14:24:23,0.125741164550781,TRUE,1.01117516629712,0.0111131854628407,0.0136892539356605
"326","SPY231211C00452000","REGULAR","USD",2023-12-11,452,5.44,-0.40999985,-7.0085444,5.16,5.22,58,430,2023-12-06 14:05:47,0.118661157226562,TRUE,1.00893805309735,0.00889834513328779,0.0136892539356605
"327","SPY231211C00453000","REGULAR","USD",2023-12-11,453,4.57,-0.52999973,-10.392152,4.42,4.49,190,1076,2023-12-06 13:51:16,0.116830120849609,TRUE,1.00671081677704,0.00668839948248506,0.0136892539356605
"328","SPY231211C00454000","REGULAR","USD",2023-12-11,454,3.78,-0.49,-11.4754095,3.69,3.73,554,3768,2023-12-06 14:33:43,0.111520115356445,TRUE,1.00449339207048,0.00448332692417106,0.0136892539356605
"329","SPY231211C00455000","REGULAR","USD",2023-12-11,455,3.11,-0.46000004,-12.885156,3.04,3.07,1929,6948,2023-12-06 14:32:57,0.108468388061523,TRUE,1.00228571428571,0.00228310601456855,0.0136892539356605
"330","SPY231211C00456000","REGULAR","USD",2023-12-11,456,2.44,-0.53,-17.845116,2.45,2.46,10699,5076,2023-12-06 14:37:02,0.104989418945312,TRUE,1.00008771929825,8.77154511329144e-05,0.0136892539356605
"331","SPY231211C00457000","REGULAR","USD",2023-12-11,457,1.9,-0.5300001,-21.810701,1.94,1.95,8379,3949,2023-12-06 14:35:40,0.103158382568359,FALSE,0.997899343544858,-0.00210286592868568,0.0136892539356605
"332","SPY231211C00458000","REGULAR","USD",2023-12-11,458,1.53,-0.38,-19.895288,1.5,1.51,9971,3868,2023-12-06 14:38:29,0.101327346191406,FALSE,0.995720524017467,-0.00428865914866593,0.0136892539356605
"333","SPY231211C00459000","REGULAR","USD",2023-12-11,459,1.18,-0.33000004,-21.854307,1.16,1.17,6744,4766,2023-12-06 14:34:33,0.101205277099609,FALSE,0.993551198257081,-0.00646968509502613,0.0136892539356605
"334","SPY231211C00460000","REGULAR","USD",2023-12-11,460,0.83,-0.34999996,-29.661015,0.85,0.86,6534,6218,2023-12-06 14:36:18,0.0993742407226562,FALSE,0.991391304347826,-0.00864596451762156,0.0136892539356605
"335","SPY231211C00461000","REGULAR","USD",2023-12-11,461,0.6,-0.26,-30.232557,0.6,0.61,2148,3848,2023-12-06 14:36:59,0.0975432043457031,FALSE,0.989240780911063,-0.0108175180311295,0.0136892539356605
"336","SPY231211C00462000","REGULAR","USD",2023-12-11,462,0.42,-0.22,-34.375,0.42,0.43,2339,4165,2023-12-06 14:35:39,0.096688720703125,FALSE,0.987099567099567,-0.0129843661162198,0.0136892539356605
"337","SPY231211C00463000","REGULAR","USD",2023-12-11,463,0.31,-0.15,-32.608696,0.29,0.3,942,2307,2023-12-06 14:33:58,0.0964445825195313,FALSE,0.984967602591793,-0.015146529120715,0.0136892539356605
"338","SPY231211C00464000","REGULAR","USD",2023-12-11,464,0.2,-0.13000001,-39.39394,0.18,0.19,834,8084,2023-12-06 14:34:21,0.0944914770507813,FALSE,0.982844827586207,-0.0173040272607362,0.0136892539356605
"339","SPY231211C00465000","REGULAR","USD",2023-12-11,465,0.12,-0.1,-45.454544,0.12,0.13,1799,7123,2023-12-06 14:36:05,0.0949797534179688,FALSE,0.980731182795699,-0.0194568806218373,0.0136892539356605
"340","SPY231211C00466000","REGULAR","USD",2023-12-11,466,0.09,-0.060000002,-40,0.08,0.09,705,1677,2023-12-06 14:39:13,0.0962004443359375,FALSE,0.97862660944206,-0.0216051091601268,0.0136892539356605
"341","SPY231211C00467000","REGULAR","USD",2023-12-11,467,0.07,-0.030000001,-30.000002,0.06,0.07,462,838,2023-12-06 14:00:36,0.0991301025390625,FALSE,0.976531049250535,-0.0237487327033783,0.0136892539356605
"342","SPY231211C00468000","REGULAR","USD",2023-12-11,468,0.05,-0.02,-28.571426,0.04,0.05,695,542,2023-12-06 13:42:33,0.100594931640625,FALSE,0.974444444444444,-0.0258877709521277,0.0136892539356605
"343","SPY231211C00469000","REGULAR","USD",2023-12-11,469,0.04,-0.010000002,-20.000004,0.03,0.04,70,956,2023-12-06 14:30:03,0.104501142578125,FALSE,0.972366737739872,-0.0280222434807603,0.0136892539356605
"344","SPY231211C00470000","REGULAR","USD",2023-12-11,470,0.03,-0.01,-25,0.02,0.03,300,2366,2023-12-06 14:36:05,0.106454248046875,FALSE,0.970297872340426,-0.0301521697385852,0.0136892539356605
"345","SPY231211C00471000","REGULAR","USD",2023-12-11,471,0.02,-0.01,-33.333336,0.02,0.03,107,960,2023-12-06 11:45:02,0.1132901171875,FALSE,0.968237791932059,-0.0322775690508987,0.0136892539356605
"346","SPY231211C00472000","REGULAR","USD",2023-12-11,472,0.02,0,0,0.01,0.02,1004,2091,2023-12-06 13:09:18,0.1132901171875,FALSE,0.966186440677966,-0.0343984606200363,0.0136892539356605
"347","SPY231211C00473000","REGULAR","USD",2023-12-11,473,0.02,-0.01,-33.333336,0.01,0.02,1151,390,2023-12-06 12:36:22,0.11914943359375,FALSE,0.964143763213531,-0.0365148635264139,0.0136892539356605
"348","SPY231211C00474000","REGULAR","USD",2023-12-11,474,0.01,-0.01,-50,0.01,0.02,258,1047,2023-12-06 10:39:07,0.12500875,FALSE,0.96210970464135,-0.0386267967295574,0.0136892539356605
"349","SPY231211C00475000","REGULAR","USD",2023-12-11,475,0.02,0,0,0.01,0.02,4,490,2023-12-06 14:02:40,0.13086806640625,FALSE,0.960084210526316,-0.0407342790691221,0.0136892539356605
"350","SPY231211C00476000","REGULAR","USD",2023-12-11,476,0.01,0,0,0.01,0.02,9,362,2023-12-06 10:25:58,0.1367273828125,FALSE,0.958067226890756,-0.042837329265901,0.0136892539356605
"351","SPY231211C00477000","REGULAR","USD",2023-12-11,477,0.02,0,0,0.01,0.02,306,672,2023-12-04 10:01:44,0.14258669921875,FALSE,0.956058700209644,-0.0449359659228221,0.0136892539356605
"352","SPY231211C00478000","REGULAR","USD",2023-12-11,478,0.01,0,0,0,0,5,9,2023-12-04 09:48:48,0.062509375,FALSE,0.954058577405858,-0.0470302075259369,0.0136892539356605
"353","SPY231211C00479000","REGULAR","USD",2023-12-11,479,0.03,0,0,0.01,0.02,114,229,2023-12-01 14:36:35,0.15430533203125,FALSE,0.952066805845512,-0.0491200724453962,0.0136892539356605
"354","SPY231211C00480000","REGULAR","USD",2023-12-11,480,0.01,0,0,0.01,0.02,6,37,2023-12-05 14:06:54,0.1601646484375,FALSE,0.950083333333333,-0.0512055789364175,0.0136892539356605
"355","SPY231211C00483000","REGULAR","USD",2023-12-11,483,0.01,0,0,0,0.01,NA,365,2023-11-29 12:44:43,0.164070859375,FALSE,0.944182194616977,-0.0574361286870536,0.0136892539356605
"356","SPY231211C00485000","REGULAR","USD",2023-12-11,485,0.01,0,0,0.01,0.02,6,268,2023-12-06 13:06:51,0.18946123046875,FALSE,0.940288659793814,-0.0615683659719641,0.0136892539356605
"357","SPY231211C00486000","REGULAR","USD",2023-12-11,486,0.01,-0.01,-50,0,0.01,263,25,2023-11-29 10:14:45,0.179695703125,FALSE,0.938353909465021,-0.0636280989349747,0.0136892539356605
"358","SPY231211C00488000","REGULAR","USD",2023-12-11,488,0.01,0,0,0,0.01,1,1,2023-12-01 09:33:59,0.1914143359375,FALSE,0.934508196721311,-0.0677348808876282,0.0136892539356605
"359","SPY231211C00490000","REGULAR","USD",2023-12-11,490,0.01,0,0,0,0,1,1,2023-12-01 09:30:02,0.12500875,FALSE,0.93069387755102,-0.0718248661391533,0.0136892539356605
"360","SPY231211C00491000","REGULAR","USD",2023-12-11,491,0.01,0,0,0,0.01,2,2,2023-12-01 09:54:21,0.2070391796875,FALSE,0.928798370672098,-0.0738636028290015,0.0136892539356605
"361","SPY231211C00496000","REGULAR","USD",2023-12-11,496,0.01,0,0,0,0.01,NA,143,2023-11-29 11:32:01,0.2304764453125,FALSE,0.919435483870968,-0.0839954017594085,0.0136892539356605
"362","SPY231211C00499000","REGULAR","USD",2023-12-11,499,0.01,0,0,0,0.01,NA,291,2023-11-29 10:37:59,0.2461012890625,FALSE,0.913907815631263,-0.0900255707859996,0.0136892539356605
"363","SPY231211C00500000","REGULAR","USD",2023-12-11,500,0.01,0,0,0,0.01,1,472,2023-12-04 14:59:49,0.2500075,FALSE,0.91208,-0.0920275734566727,0.0136892539356605
"364","SPY231211C00505000","REGULAR","USD",2023-12-11,505,0.01,0,0,0,0.01,NA,253,2023-11-29 09:30:01,0.2773509765625,FALSE,0.903049504950495,-0.101977904309841,0.0136892539356605
"365","SPY231211C00510000","REGULAR","USD",2023-12-11,510,0.01,0,0,0,0.01,NA,453,2023-11-29 09:30:01,0.3007882421875,FALSE,0.894196078431373,-0.111830200752852,0.0136892539356605
"366","SPY231212C00400000","REGULAR","USD",2023-12-12,400,55.79,0,0,56.04,57.04,NA,4,2023-11-30 09:36:43,0.541264353027344,TRUE,1.1401,0.131115977857537,0.0164271047227926
"367","SPY231212C00410000","REGULAR","USD",2023-12-12,410,46.87,0,0,46.13,47.06,NA,9,2023-11-29 14:05:18,0.529545720214844,TRUE,1.11229268292683,0.106423365267166,0.0164271047227926
"368","SPY231212C00420000","REGULAR","USD",2023-12-12,420,39.3,0,0,36.15,37.07,2,3,2023-12-01 15:19:29,0.435796657714844,TRUE,1.08580952380952,0.082325813688105,0.0164271047227926
"369","SPY231212C00430000","REGULAR","USD",2023-12-12,430,27.55,1.5499992,5.9615355,26.22,27.14,5,6,2023-12-06 10:55:48,0.345221391601563,TRUE,1.06055813953488,0.058795316277911,0.0164271047227926
"370","SPY231212C00440000","REGULAR","USD",2023-12-12,440,16.74,-0.35000038,-2.0479834,16.68,16.81,12,68,2023-12-06 11:48:45,0.218513674316406,TRUE,1.03645454545455,0.0358057980532122,0.0164271047227926
"371","SPY231212C00444000","REGULAR","USD",2023-12-12,444,13.35,0,0,12.69,12.81,1,3,2023-12-05 15:24:05,0.178230874023438,TRUE,1.02711711711712,0.0267559625332943,0.0164271047227926
"372","SPY231212C00445000","REGULAR","USD",2023-12-12,445,12.43,0,0,11.77,11.88,58,68,2023-12-05 15:25:47,0.172737764892578,TRUE,1.02480898876405,0.0245062427992789,0.0164271047227926
"373","SPY231212C00446000","REGULAR","USD",2023-12-12,446,11.12,-0.3800001,-3.3043487,10.86,10.99,2,12,2023-12-05 16:06:20,0.169075692138672,TRUE,1.02251121076233,0.0222615729454551,0.0164271047227926
"374","SPY231212C00447000","REGULAR","USD",2023-12-12,447,10.58,0,0,9.93,10.05,3,17,2023-12-05 16:06:20,0.161629477539062,TRUE,1.02022371364653,0.0200219303519502,0.0164271047227926
"375","SPY231212C00448000","REGULAR","USD",2023-12-12,448,9.23,0,0,8.99,9.1,6,21,2023-12-05 10:12:40,0.153084641113281,TRUE,1.01794642857143,0.0177872925505339,0.0164271047227926
"376","SPY231212C00449000","REGULAR","USD",2023-12-12,449,8.71,-0.14000034,-1.5819247,8.12,8.22,1,30,2023-12-06 11:59:34,0.147835670166016,TRUE,1.01567928730512,0.0155576372232648,0.0164271047227926
"377","SPY231212C00450000","REGULAR","USD",2023-12-12,450,7,-0.8299999,-10.600255,7.2,7.29,155,49,2023-12-06 13:10:17,0.139168764648438,TRUE,1.01342222222222,0.0133329422011536,0.0164271047227926
"378","SPY231212C00451000","REGULAR","USD",2023-12-12,451,6.36,-0.62999964,-9.012871,6.37,6.44,36,68,2023-12-06 13:11:22,0.13361462097168,TRUE,1.01117516629712,0.0111131854628407,0.0164271047227926
"379","SPY231212C00452000","REGULAR","USD",2023-12-12,452,5.49,-0.71000004,-11.451613,5.59,5.64,121,266,2023-12-06 14:27:52,0.129159099121094,TRUE,1.00893805309735,0.00889834513328779,0.0164271047227926
"380","SPY231212C00453000","REGULAR","USD",2023-12-12,453,5.11,-0.3199997,-5.8931804,4.89,4.93,519,323,2023-12-06 13:54:33,0.127205993652344,TRUE,1.00671081677704,0.00668839948248506,0.0164271047227926
"381","SPY231212C00454000","REGULAR","USD",2023-12-12,454,4.31,-0.38999987,-8.29787,4.15,4.18,663,2150,2023-12-06 14:12:55,0.12189598815918,TRUE,1.00449339207048,0.00448332692417106,0.0164271047227926
"382","SPY231212C00455000","REGULAR","USD",2023-12-12,455,3.54,-0.48000002,-11.940299,3.52,3.53,1722,5150,2023-12-06 14:37:24,0.118905295410156,TRUE,1.00228571428571,0.00228310601456855,0.0164271047227926
"383","SPY231212C00456000","REGULAR","USD",2023-12-12,456,3,-0.3800001,-11.242606,2.97,2.98,4314,3627,2023-12-06 14:38:17,0.117867708129883,TRUE,1.00008771929825,8.77154511329144e-05,0.0164271047227926
"384","SPY231212C00457000","REGULAR","USD",2023-12-12,457,2.39,-0.49,-17.013887,2.45,2.46,5052,3704,2023-12-06 14:35:40,0.115914602661133,FALSE,0.997899343544858,-0.00210286592868568,0.0164271047227926
"385","SPY231212C00458000","REGULAR","USD",2023-12-12,458,2,-0.42000008,-17.355375,1.98,1.99,7452,1611,2023-12-06 14:37:51,0.113778393554687,FALSE,0.995720524017467,-0.00428865914866593,0.0164271047227926
"386","SPY231212C00459000","REGULAR","USD",2023-12-12,459,1.58,-0.40999997,-20.603014,1.6,1.61,4458,2086,2023-12-06 14:31:43,0.112984944458008,FALSE,0.993551198257081,-0.00646968509502613,0.0164271047227926
"387","SPY231212C00460000","REGULAR","USD",2023-12-12,460,1.19,-0.3599999,-23.2258,1.26,1.27,2972,1039,2023-12-06 14:29:19,0.111642184448242,FALSE,0.991391304347826,-0.00864596451762156,0.0164271047227926
"388","SPY231212C00461000","REGULAR","USD",2023-12-12,461,0.99,-0.26,-20.8,0.95,0.98,2216,588,2023-12-06 14:32:49,0.11017735534668,FALSE,0.989240780911063,-0.0108175180311295,0.0164271047227926
"389","SPY231212C00462000","REGULAR","USD",2023-12-12,462,0.75,-0.23000002,-23.469389,0.73,0.74,951,436,2023-12-06 14:33:40,0.108773560791016,FALSE,0.987099567099567,-0.0129843661162198,0.0164271047227926
"390","SPY231212C00463000","REGULAR","USD",2023-12-12,463,0.52,-0.21000004,-28.767128,0.55,0.56,1212,875,2023-12-06 14:28:48,0.108285284423828,FALSE,0.984967602591793,-0.015146529120715,0.0164271047227926
"391","SPY231212C00464000","REGULAR","USD",2023-12-12,464,0.4,-0.16999999,-29.824558,0.39,0.4,687,2090,2023-12-06 14:20:17,0.106454248046875,FALSE,0.982844827586207,-0.0173040272607362,0.0164271047227926
"392","SPY231212C00470000","REGULAR","USD",2023-12-12,470,0.06,-0.02,-25,0.06,0.07,538,1195,2023-12-06 14:10:56,0.111825288085937,FALSE,0.970297872340426,-0.0301521697385852,0.0164271047227926
"393","SPY231212C00480000","REGULAR","USD",2023-12-12,480,0.01,-0.01,-50,0.02,0.03,32,812,2023-12-06 14:06:31,0.1562584375,FALSE,0.950083333333333,-0.0512055789364175,0.0164271047227926
"394","SPY231212C00490000","REGULAR","USD",2023-12-12,490,0.01,-0.01,-50,0,0.01,241,1337,2023-12-06 12:24:02,0.187508125,FALSE,0.93069387755102,-0.0718248661391533,0.0164271047227926
"395","SPY231212C00500000","REGULAR","USD",2023-12-12,500,0.01,0,0,0,0.01,15,842,2023-12-01 09:30:04,0.23438265625,FALSE,0.91208,-0.0920275734566727,0.0164271047227926
"396","SPY231213C00410000","REGULAR","USD",2023-12-13,410,46.78,1.329998,2.9262881,46.21,47.13,2,15,2023-12-06 14:16:58,0.503178796386719,TRUE,1.11229268292683,0.106423365267166,0.0191649555099247
"397","SPY231213C00420000","REGULAR","USD",2023-12-13,420,36.8,-2.8199997,-7.1176167,36.28,37.19,1,11,2023-12-06 11:46:39,0.419195261230469,TRUE,1.08580952380952,0.082325813688105,0.0191649555099247
"398","SPY231213C00430000","REGULAR","USD",2023-12-13,430,27.43,0,0,26.27,27.22,1,2,2023-12-04 15:59:48,0.329352409667969,TRUE,1.06055813953488,0.058795316277911,0.0191649555099247
"399","SPY231213C00440000","REGULAR","USD",2023-12-13,440,17.72,-0.55000114,-3.0104058,16.77,16.9,7,61,2023-12-05 11:03:23,0.211067459716797,TRUE,1.03645454545455,0.0358057980532122,0.0191649555099247
"400","SPY231213C00446000","REGULAR","USD",2023-12-13,446,11.36,-0.020000458,-0.17575094,11.07,11.17,157,297,2023-12-06 13:54:01,0.168465346679688,TRUE,1.02251121076233,0.0222615729454551,0.0191649555099247
"401","SPY231213C00447000","REGULAR","USD",2023-12-13,447,11.48,0.9499998,9.021841,10.21,10.31,71,574,2023-12-06 10:37:21,0.165291550292969,TRUE,1.02022371364653,0.0200219303519502,0.0191649555099247
"402","SPY231213C00448000","REGULAR","USD",2023-12-13,448,9.53,-0.2800007,-2.8542373,9.25,9.35,3,1124,2023-12-06 11:36:28,0.156136368408203,TRUE,1.01794642857143,0.0177872925505339,0.0191649555099247
"403","SPY231213C00449000","REGULAR","USD",2023-12-13,449,10.85,1.6400003,17.806736,8.45,8.54,5,1311,2023-12-01 11:05:40,0.153817055664063,TRUE,1.01567928730512,0.0155576372232648,0.0191649555099247
"404","SPY231213C00450000","REGULAR","USD",2023-12-13,450,7.52,-0.42000008,-5.2896733,7.6,7.67,73,2067,2023-12-06 14:30:57,0.147713601074219,TRUE,1.01342222222222,0.0133329422011536,0.0191649555099247
"405","SPY231213C00451000","REGULAR","USD",2023-12-13,451,7.1,0.11000013,1.5736786,6.86,6.92,78,403,2023-12-06 13:29:13,0.145882564697266,TRUE,1.01117516629712,0.0111131854628407,0.0191649555099247
"406","SPY231213C00452000","REGULAR","USD",2023-12-13,452,6,-0.30999994,-4.912836,6.11,6.16,72,877,2023-12-06 14:20:15,0.142342561035156,TRUE,1.00893805309735,0.00889834513328779,0.0191649555099247
"407","SPY231213C00453000","REGULAR","USD",2023-12-13,453,5.25,-0.5500002,-9.482761,5.38,5.43,186,785,2023-12-06 14:20:22,0.138802557373047,TRUE,1.00671081677704,0.00668839948248506,0.0191649555099247
"408","SPY231213C00454000","REGULAR","USD",2023-12-13,454,4.61,-0.5999999,-11.516314,4.68,4.71,129,3377,2023-12-06 14:30:57,0.134347035522461,TRUE,1.00449339207048,0.00448332692417106,0.0191649555099247
"409","SPY231213C00455000","REGULAR","USD",2023-12-13,455,3.93,-0.72,-15.4838705,4.09,4.1,871,3328,2023-12-06 14:20:18,0.132577033691406,TRUE,1.00228571428571,0.00228310601456855,0.0191649555099247
"410","SPY231213C00456000","REGULAR","USD",2023-12-13,456,3.53,-0.51,-12.623762,3.5,3.51,3874,2415,2023-12-06 14:37:49,0.129952548217773,TRUE,1.00008771929825,8.77154511329144e-05,0.0191649555099247
"411","SPY231213C00457000","REGULAR","USD",2023-12-13,457,3.05,-0.35000014,-10.294122,2.98,2.99,7367,4573,2023-12-06 14:34:11,0.128243580932617,FALSE,0.997899343544858,-0.00210286592868568,0.0191649555099247
"412","SPY231213C00458000","REGULAR","USD",2023-12-13,458,2.47,-0.49,-16.554054,2.51,2.53,4529,1603,2023-12-06 14:36:45,0.127022890014648,FALSE,0.995720524017467,-0.00428865914866593,0.0191649555099247
"413","SPY231213C00459000","REGULAR","USD",2023-12-13,459,2.05,-0.3800001,-15.637864,2.08,2.09,4964,1495,2023-12-06 14:36:55,0.124764611816406,FALSE,0.993551198257081,-0.00646968509502613,0.0191649555099247
